OK - 14/03/2011_a_20:50:19 # 10501 # 30.50EUR
OK - 14/03/2011_a_20:50:23 # 10501 # 30.50EUR
OK - 16/03/2011_a_21:50:47 # 10872 # 9.50EUR
OK - 16/03/2011_a_21:50:50 # 10872 # 9.50EUR
OK - 16/03/2011_a_22:00:20 # 10873 # 9.50EUR
OK - 16/03/2011_a_22:00:25 # 10873 # 9.50EUR
NO - 18/03/2011_a_10:30:19 # 10881 # 39.90EUR
OK - 18/03/2011_a_10:55:53 # 10881 # 39.90EUR
OK - 18/03/2011_a_10:55:57 # 10881 # 39.90EUR
OK - 18/03/2011_a_12:45:35 # 10882 # 15.90EUR
OK - 18/03/2011_a_12:45:38 # 10882 # 15.90EUR
NO - 18/03/2011_a_12:52:27 # 10161 # 11.49EUR
OK - 18/03/2011_a_13:00:13 # 10161 # 11.49EUR
OK - 18/03/2011_a_13:00:16 # 10161 # 11.49EUR
NO - 19/03/2011_a_01:27:05 # 10886 # 20.20EUR
NO - 19/03/2011_a_09:02:06 # 10888 # 15.90EUR
OK - 21/03/2011_a_15:08:27 # 10888 # 15.90EUR
OK - 21/03/2011_a_15:08:31 # 10888 # 15.90EUR
OK - 24/03/2011_a_16:52:50 # 10927 # 208EUR
OK - 24/03/2011_a_16:52:58 # 10927 # 208EUR
OK - 26/03/2011_a_14:24:05 # 10939 # 38.90EUR
OK - 26/03/2011_a_14:24:08 # 10939 # 38.90EUR
OK - 28/03/2011_a_21:18:02 # 10951 # 51.50EUR
OK - 28/03/2011_a_21:18:08 # 10951 # 51.50EUR
OK - 28/03/2011_a_21:54:26 # 10954 # 9.50EUR
OK - 28/03/2011_a_21:54:32 # 10954 # 9.50EUR
OK - 29/03/2011_a_13:29:36 # 10961 # 33.90EUR
OK - 29/03/2011_a_13:29:49 # 10961 # 33.90EUR
OK - 29/03/2011_a_16:15:45 # 10962 # 187.50EUR
OK - 29/03/2011_a_16:15:50 # 10962 # 187.50EUR
OK - 31/03/2011_a_10:03:13 # 10977 # 43.90EUR
OK - 31/03/2011_a_10:03:35 # 10977 # 43.90EUR
OK - 01/04/2011_a_11:54:41 # 10979 # 66.70EUR
OK - 01/04/2011_a_11:54:47 # 10979 # 66.70EUR
NO - 01/04/2011_a_22:28:48 # 10973 # 15.90EUR
OK - 01/04/2011_a_22:34:00 # 10986 # 25.99EUR
OK - 01/04/2011_a_22:34:03 # 10986 # 25.99EUR
OK - 01/04/2011_a_22:34:12 # 10973 # 15.90EUR
OK - 01/04/2011_a_22:34:16 # 10973 # 15.90EUR
OK - 03/04/2011_a_21:44:50 # 11002 # 23EUR
OK - 03/04/2011_a_21:44:55 # 11002 # 23EUR
OK - 06/04/2011_a_12:15:57 # 11015 # 119.70EUR
OK - 06/04/2011_a_12:31:18 # 11004 # 53.80EUR
OK - 06/04/2011_a_12:34:46 # 11010 # 29.90EUR
